transaction_date,transaction_cnt,active_users,total_transferred,gas_fee,unique_users,retained_percent,daa_to_maa_ratio,cum_transferred
2025-01-05,156507.0,47668.0,1.9789627089819055e+20,1.6492462203344067,3054.0,0.789334564068138,0.3,8.361595816612086e+21
2025-01-06,155003.0,47285.0,2.3484301084433023e+20,1.0709615520489923,3305.0,0.7890028550280216,0.3,8.596438827456416e+21
2025-01-07,152806.0,48070.0,2.4418984185997187e+20,1.6358080994877997,1673.0,0.8286457249843977,0.31,8.840628669316388e+21
2025-01-08,156784.0,51719.0,2.266349498218436e+20,1.5569383934478245,1613.0,0.8058547149016803,0.33,9.067263619138232e+21
2025-01-09,152823.0,49754.0,2.6993722559029635e+20,1.1118748113428798,1470.0,0.8620814406881859,0.32,9.337200844728528e+21
2025-01-10,153705.0,52404.0,2.2310980783996092e+20,1.2538610703948472,1447.0,0.8328181054881306,0.33,9.56031065256849e+21
2025-01-11,152195.0,51711.0,2.3327929691290855e+20,1.228309289234112,2976.0,0.8656765485099882,0.33,9.793589949481395e+21
2025-01-12,151281.0,52822.0,2.092978009148006e+20,1.7657818514648227,1964.0,0.8514444738934535,0.34,1.0002887750396198e+22
2025-01-13,144442.0,53081.0,2.4051395401008775e+20,3.46059585047218,1885.0,0.8435975207701437,0.34,1.0243401704406285e+22
2025-01-14,147015.0,54567.0,2.168211284441497e+20,2.2124612130964496,1942.0,0.8557186577968369,0.35,1.0460222832850437e+22
2025-01-15,145716.0,54192.0,2.417015763617103e+20,2.1222034000750543,1971.0,0.8496826099793328,0.35,1.0701924409212146e+22
2025-01-16,147055.0,53413.0,3.023806375418992e+20,0.9287560218382636,2005.0,0.8546982944227061,0.34,1.1004305046754044e+22
2025-01-17,147495.0,56335.0,3.1800815224939584e+20,0.4568890532885977,1531.0,0.8246028224017041,0.36,1.132231319900344e+22
2025-01-18,142917.0,55892.0,2.1736451214600516e+20,0.6032544364878728,1226.0,0.8876941243827381,0.36,1.1539677711149446e+22
2025-01-19,128969.0,50714.0,2.86981345755498e+20,0.4097120985153407,1927.0,0.876345782229759,0.32,1.1826659056904944e+22
2025-01-20,132861.0,52988.0,2.5068707414521348e+20,0.3830895410721762,1469.0,0.8371895523514759,0.34,1.2077346131050158e+22
2025-01-21,139576.0,56024.0,2.0533434964360937e+20,0.507981418641384,2298.0,0.841389404540911,0.36,1.2282680480693769e+22
2025-01-22,142545.0,60007.0,2.991303092498606e+20,0.632807146064642,3067.0,0.8013398436849034,0.38,1.258181078994363e+22
2025-01-23,143314.0,65109.0,2.38243141647124e+20,0.4233790217003701,4023.0,0.7669139443087745,0.42,1.2820053931590754e+22
2025-01-24,138923.0,65901.0,2.793825324513514e+20,0.6380465927723727,10690.0,0.7532510887543437,0.42,1.3099436464042106e+22
2025-01-25,138486.0,62302.0,2.4549989739117815e+20,0.7620857229355277,10374.0,0.7384353632307149,0.4,1.3344936361433284e+22
2025-01-26,164695.0,69543.0,3.3577466113667105e+20,0.8834255409554053,12150.0,0.6722747077347828,0.44,1.3680711022569956e+22
2025-01-27,152284.0,64387.0,2.7604713701521136e+20,0.7201607458416351,5145.0,0.8142326867224751,0.41,1.3956758159585167e+22
2025-01-28,136621.0,56334.0,2.850345386220697e+20,0.5860102320865245,2114.0,0.8701317144175809,0.36,1.4241792698207238e+22
2025-01-29,151756.0,68541.0,2.9454922334142857e+20,0.6532266246339747,5703.0,0.7054755547774325,0.44,1.4536341921548663e+22
2025-01-30,156186.0,75051.0,2.5042290195043507e+20,0.6033924788883007,7737.0,0.6897976042957455,0.48,1.47867648234991e+22
2025-01-31,147342.0,68673.0,3.363822855254208e+20,0.6532358166636676,4285.0,0.8002271635140448,0.44,1.512314710902452e+22
2025-02-01,148082.0,71888.0,2.839510296655726e+20,0.8957411909186943,3985.0,0.7486645893612286,0.54,1.5407098138690094e+22
2025-02-02,151542.0,67240.0,2.2281326613430695e+20,0.9031627000783412,3382.0,0.826977989292088,0.51,1.5629911404824402e+22
2025-02-03,155503.0,67535.0,2.5718381359472732e+20,0.603513504583281,3060.0,0.7939883023617383,0.51,1.588709521841913e+22
2025-02-04,151022.0,68472.0,3.57750958922965e+20,0.6431310682378376,2133.0,0.7897534758733497,0.52,1.6244846177342095e+22
2025-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-08,150014.0,74859.0,2.777234311435722e+20,0.5292951596370922,10163.0,0.7260182476388944,0.57,1.6522569608485669e+22
2025-02-09,136873.0,65062.0,2.9410684066346323e+20,0.6440003214019001,3675.0,0.849005563923642,0.49,1.681667644914913e+22
2025-02-10,148639.0,69774.0,2.88353806839581e+20,0.8092293776725829,1516.0,0.8417462091896695,0.53,1.7105030255988712e+22
2025-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
